nohup: 忽略输入
/root/anaconda3/envs/Distillation/lib/python3.9/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/root/anaconda3/envs/Distillation/lib/python3.9/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=AlexNet_Weights.IMAGENET1K_V1`. You can also use `weights=AlexNet_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
loading train data.......
finished loading train data.......

init ALEXNET model...

No saved model found. Starting training from scratch.
before train
Epoch 1/30:   0%|          | 0/636 [00:00<?, ?batch/s]Epoch 1/30:   0%|          | 1/636 [00:02<22:23,  2.12s/batch]Epoch 1/30:   0%|          | 2/636 [00:03<18:22,  1.74s/batch]Epoch 1/30:   0%|          | 3/636 [00:05<19:20,  1.83s/batch]Epoch 1/30:   1%|          | 4/636 [00:06<17:43,  1.68s/batch]Epoch 1/30:   1%|          | 5/636 [00:08<18:16,  1.74s/batch]Epoch 1/30:   1%|          | 6/636 [00:10<17:12,  1.64s/batch]Epoch 1/30:   1%|          | 7/636 [00:12<18:25,  1.76s/batch]Epoch 1/30:   1%|▏         | 8/636 [00:13<17:07,  1.64s/batch]Epoch 1/30:   1%|▏         | 9/636 [00:15<17:51,  1.71s/batch]Epoch 1/30:   2%|▏         | 10/636 [00:16<16:49,  1.61s/batch]Epoch 1/30:   2%|▏         | 11/636 [00:18<17:55,  1.72s/batch]Epoch 1/30:   2%|▏         | 12/636 [00:20<16:51,  1.62s/batch]Epoch 1/30:   2%|▏         | 13/636 [00:22<17:24,  1.68s/batch]Epoch 1/30:   2%|▏         | 14/636 [00:23<16:30,  1.59s/batch]Epoch 1/30:   2%|▏         | 15/636 [00:25<16:54,  1.63s/batch]Epoch 1/30:   3%|▎         | 16/636 [00:27<17:58,  1.74s/batch]Epoch 1/30:   3%|▎         | 17/636 [00:28<16:55,  1.64s/batch]Epoch 1/30:   3%|▎         | 18/636 [00:30<17:17,  1.68s/batch]Epoch 1/30:   3%|▎         | 19/636 [00:31<16:16,  1.58s/batch]Epoch 1/30:   3%|▎         | 20/636 [00:33<17:00,  1.66s/batch]Epoch 1/30:   3%|▎         | 21/636 [00:34<16:08,  1.58s/batch]Epoch 1/30:   3%|▎         | 22/636 [00:36<16:53,  1.65s/batch]Epoch 1/30:   4%|▎         | 23/636 [00:38<15:55,  1.56s/batch]Epoch 1/30:   4%|▍         | 24/636 [00:40<17:10,  1.68s/batch]Epoch 1/30:   4%|▍         | 25/636 [00:41<16:19,  1.60s/batch]Epoch 1/30:   4%|▍         | 26/636 [00:43<16:26,  1.62s/batch]Epoch 1/30:   4%|▍         | 27/636 [00:44<15:51,  1.56s/batch]Epoch 1/30:   4%|▍         | 28/636 [00:46<15:56,  1.57s/batch]Epoch 1/30:   5%|▍         | 29/636 [00:48<16:51,  1.67s/batch]Epoch 1/30:   5%|▍         | 30/636 [00:49<16:05,  1.59s/batch]Epoch 1/30:   5%|▍         | 31/636 [00:51<17:17,  1.72s/batch]Epoch 1/30:   5%|▌         | 32/636 [00:52<16:18,  1.62s/batch]Epoch 1/30:   5%|▌         | 33/636 [00:54<16:24,  1.63s/batch]Epoch 1/30:   5%|▌         | 34/636 [00:56<15:58,  1.59s/batch]Epoch 1/30:   6%|▌         | 35/636 [00:57<15:50,  1.58s/batch]Epoch 1/30:   6%|▌         | 36/636 [00:59<16:32,  1.65s/batch]Epoch 1/30:   6%|▌         | 37/636 [01:00<15:42,  1.57s/batch]Epoch 1/30:   6%|▌         | 38/636 [01:02<16:59,  1.70s/batch]Epoch 1/30:   6%|▌         | 39/636 [01:04<16:00,  1.61s/batch]Epoch 1/30:   6%|▋         | 40/636 [01:05<16:06,  1.62s/batch]Epoch 1/30:   6%|▋         | 41/636 [01:07<16:14,  1.64s/batch]Epoch 1/30:   7%|▋         | 42/636 [01:09<15:43,  1.59s/batch]Epoch 1/30:   7%|▋         | 43/636 [01:10<16:21,  1.65s/batch]Epoch 1/30:   7%|▋         | 44/636 [01:12<15:31,  1.57s/batch]Epoch 1/30:   7%|▋         | 45/636 [01:14<16:12,  1.64s/batch]Epoch 1/30:   7%|▋         | 46/636 [01:15<15:27,  1.57s/batch]Epoch 1/30:   7%|▋         | 47/636 [01:17<16:39,  1.70s/batch]Epoch 1/30:   8%|▊         | 48/636 [01:18<15:55,  1.63s/batch]Epoch 1/30:   8%|▊         | 49/636 [01:20<16:25,  1.68s/batch]Epoch 1/30:   8%|▊         | 50/636 [01:22<16:52,  1.73s/batch]Epoch 1/30:   8%|▊         | 51/636 [01:23<16:06,  1.65s/batch]Epoch 1/30:   8%|▊         | 52/636 [01:25<16:34,  1.70s/batch]Epoch 1/30:   8%|▊         | 53/636 [01:27<15:38,  1.61s/batch]Epoch 1/30:   8%|▊         | 54/636 [01:29<16:47,  1.73s/batch]Epoch 1/30:   9%|▊         | 55/636 [01:30<15:51,  1.64s/batch]Epoch 1/30:   9%|▉         | 56/636 [01:32<15:57,  1.65s/batch]Epoch 1/30:   9%|▉         | 57/636 [01:34<16:05,  1.67s/batch]Epoch 1/30:   9%|▉         | 58/636 [01:35<15:34,  1.62s/batch]Epoch 1/30:   9%|▉         | 59/636 [01:37<16:23,  1.71s/batch]Epoch 1/30:   9%|▉         | 60/636 [01:38<15:31,  1.62s/batch]Epoch 1/30:  10%|▉         | 61/636 [01:40<16:14,  1.69s/batch]Epoch 1/30:  10%|▉         | 62/636 [01:42<15:27,  1.62s/batch]Epoch 1/30:  10%|▉         | 63/636 [01:43<16:00,  1.68s/batch]Epoch 1/30:  10%|█         | 64/636 [01:45<15:00,  1.58s/batch]Epoch 1/30:  10%|█         | 65/636 [01:47<15:43,  1.65s/batch]Epoch 1/30:  10%|█         | 66/636 [01:48<14:52,  1.57s/batch]Epoch 1/30:  11%|█         | 67/636 [01:50<15:24,  1.63s/batch]Epoch 1/30:  11%|█         | 68/636 [01:51<14:47,  1.56s/batch]Epoch 1/30:  11%|█         | 69/636 [01:53<15:29,  1.64s/batch]Epoch 1/30:  11%|█         | 70/636 [01:54<14:36,  1.55s/batch]Epoch 1/30:  11%|█         | 71/636 [01:56<15:13,  1.62s/batch]Epoch 1/30:  11%|█▏        | 72/636 [01:57<14:30,  1.54s/batch]Epoch 1/30:  11%|█▏        | 73/636 [01:59<15:11,  1.62s/batch]Epoch 1/30:  12%|█▏        | 74/636 [02:01<14:31,  1.55s/batch]Epoch 1/30:  12%|█▏        | 75/636 [02:02<15:05,  1.61s/batch]Epoch 1/30:  12%|█▏        | 76/636 [02:04<14:18,  1.53s/batch]Epoch 1/30:  12%|█▏        | 77/636 [02:06<15:05,  1.62s/batch]Epoch 1/30:  12%|█▏        | 78/636 [02:07<14:27,  1.55s/batch]Epoch 1/30:  12%|█▏        | 79/636 [02:09<15:13,  1.64s/batch]Epoch 1/30:  13%|█▎        | 80/636 [02:10<14:36,  1.58s/batch]Epoch 1/30:  13%|█▎        | 81/636 [02:12<15:10,  1.64s/batch]Epoch 1/30:  13%|█▎        | 82/636 [02:13<14:27,  1.57s/batch]Epoch 1/30:  13%|█▎        | 83/636 [02:15<15:10,  1.65s/batch]Epoch 1/30:  13%|█▎        | 84/636 [02:17<14:31,  1.58s/batch]Epoch 1/30:  13%|█▎        | 85/636 [02:19<15:26,  1.68s/batch]Epoch 1/30:  14%|█▎        | 86/636 [02:20<14:40,  1.60s/batch]Epoch 1/30:  14%|█▎        | 87/636 [02:22<15:25,  1.69s/batch]Epoch 1/30:  14%|█▍        | 88/636 [02:23<14:48,  1.62s/batch]Epoch 1/30:  14%|█▍        | 89/636 [02:25<15:09,  1.66s/batch]Epoch 1/30:  14%|█▍        | 90/636 [02:27<15:07,  1.66s/batch]Epoch 1/30:  14%|█▍        | 91/636 [02:28<14:33,  1.60s/batch]Epoch 1/30:  14%|█▍        | 92/636 [02:30<15:14,  1.68s/batch]Epoch 1/30:  15%|█▍        | 93/636 [02:32<14:49,  1.64s/batch]Epoch 1/30:  15%|█▍        | 94/636 [02:34<15:24,  1.71s/batch]Epoch 1/30:  15%|█▍        | 95/636 [02:35<15:41,  1.74s/batch]Epoch 1/30:  15%|█▌        | 96/636 [02:37<15:43,  1.75s/batch]Epoch 1/30:  15%|█▌        | 97/636 [02:39<14:47,  1.65s/batch]Epoch 1/30:  15%|█▌        | 98/636 [02:40<14:48,  1.65s/batch]Epoch 1/30:  16%|█▌        | 99/636 [02:42<14:59,  1.68s/batch]Epoch 1/30:  16%|█▌        | 100/636 [02:43<14:19,  1.60s/batch]Epoch 1/30:  16%|█▌        | 101/636 [02:45<15:09,  1.70s/batch]Epoch 1/30:  16%|█▌        | 102/636 [02:47<14:19,  1.61s/batch]Epoch 1/30:  16%|█▌        | 103/636 [02:49<14:53,  1.68s/batch]Epoch 1/30:  16%|█▋        | 104/636 [02:50<14:08,  1.60s/batch]Epoch 1/30:  17%|█▋        | 105/636 [02:52<15:13,  1.72s/batch]Epoch 1/30:  17%|█▋        | 106/636 [02:53<14:30,  1.64s/batch]Epoch 1/30:  17%|█▋        | 107/636 [02:55<15:26,  1.75s/batch]Epoch 1/30:  17%|█▋        | 108/636 [02:57<14:34,  1.66s/batch]Epoch 1/30:  17%|█▋        | 109/636 [02:59<14:44,  1.68s/batch]Epoch 1/30:  17%|█▋        | 110/636 [03:00<13:57,  1.59s/batch]Epoch 1/30:  17%|█▋        | 111/636 [03:02<14:02,  1.60s/batch]Epoch 1/30:  18%|█▊        | 112/636 [03:03<13:23,  1.53s/batch]Epoch 1/30:  18%|█▊        | 113/636 [03:05<13:46,  1.58s/batch]Epoch 1/30:  18%|█▊        | 114/636 [03:06<13:55,  1.60s/batch]Epoch 1/30:  18%|█▊        | 115/636 [03:08<13:37,  1.57s/batch]Epoch 1/30:  18%|█▊        | 116/636 [03:10<14:23,  1.66s/batch]Epoch 1/30:  18%|█▊        | 117/636 [03:11<13:43,  1.59s/batch]Epoch 1/30:  19%|█▊        | 118/636 [03:13<14:18,  1.66s/batch]Epoch 1/30:  19%|█▊        | 119/636 [03:14<13:34,  1.58s/batch]Epoch 1/30:  19%|█▉        | 120/636 [03:16<14:14,  1.66s/batch]Epoch 1/30:  19%|█▉        | 121/636 [03:18<13:34,  1.58s/batch]Epoch 1/30:  19%|█▉        | 122/636 [03:19<14:28,  1.69s/batch]Epoch 1/30:  19%|█▉        | 123/636 [03:21<13:49,  1.62s/batch]Epoch 1/30:  19%|█▉        | 124/636 [03:23<14:04,  1.65s/batch]Epoch 1/30:  20%|█▉        | 125/636 [03:24<13:20,  1.57s/batch]Epoch 1/30:  20%|█▉        | 126/636 [03:26<13:29,  1.59s/batch]Epoch 1/30:  20%|█▉        | 127/636 [03:27<12:58,  1.53s/batch]Epoch 1/30:  20%|██        | 128/636 [03:29<13:05,  1.55s/batch]Epoch 1/30:  20%|██        | 129/636 [03:31<13:53,  1.64s/batch]Epoch 1/30:  20%|██        | 130/636 [03:32<13:11,  1.57s/batch]Epoch 1/30:  21%|██        | 131/636 [03:34<13:56,  1.66s/batch]Epoch 1/30:  21%|██        | 132/636 [03:35<13:16,  1.58s/batch]Epoch 1/30:  21%|██        | 133/636 [03:37<13:50,  1.65s/batch]Epoch 1/30:  21%|██        | 134/636 [03:38<13:11,  1.58s/batch]Epoch 1/30:  21%|██        | 135/636 [03:40<13:42,  1.64s/batch]Epoch 1/30:  21%|██▏       | 136/636 [03:42<13:06,  1.57s/batch]Epoch 1/30:  22%|██▏       | 137/636 [03:43<13:35,  1.63s/batch]Epoch 1/30:  22%|██▏       | 138/636 [03:45<12:54,  1.56s/batch]Epoch 1/30:  22%|██▏       | 139/636 [03:47<13:56,  1.68s/batch]Epoch 1/30:  22%|██▏       | 140/636 [03:48<13:08,  1.59s/batch]Epoch 1/30:  22%|██▏       | 141/636 [03:50<13:47,  1.67s/batch]Epoch 1/30:  22%|██▏       | 142/636 [03:51<13:04,  1.59s/batch]Epoch 1/30:  22%|██▏       | 143/636 [03:53<13:31,  1.65s/batch]tensor(51.1520, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(37.6270, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(25.7253, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(23.3541, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(14.5983, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(12.2980, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(11.3305, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(9.4685, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(9.0738, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(7.8875, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(7.5255, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(7.2801, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.5815, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.8837, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.6527, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.7152, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.4707, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2879, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1051, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2978, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1482, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0392, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.3648, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.6340, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0692, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0057, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9653, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1873, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9990, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9524, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0128, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9341, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0805, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9942, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.3155, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8858, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0644, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0239, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0335, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0811, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.6322, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0909, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7746, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8650, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1889, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1499, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1612, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9319, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0303, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1172, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0106, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8126, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0484, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7568, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0819, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0600, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1073, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0703, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1104, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9243, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9967, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.3183, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1733, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1359, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0833, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1375, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0999, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1019, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9296, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1727, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8622, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7776, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.6337, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1739, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8129, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1114, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1010, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9241, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.6795, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8480, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1353, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9252, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1394, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2034, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9375, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9132, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1518, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9141, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2082, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0070, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1092, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8913, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1338, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1912, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9464, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1035, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0770, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9739, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1232, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9085, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9414, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0843, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0285, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9426, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1927, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9687, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.4410, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7430, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0079, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9676, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0038, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0235, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2251, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1639, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1316, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0140, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8400, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9558, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9775, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1774, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9543, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9471, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.2362, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9304, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9895, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0205, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1226, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9911, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9237, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8778, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1191, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9423, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9501, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.3856, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.9135, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7572, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8313, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.7155, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.1621, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(5.8820, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(6.0426, device='cuda:0', grad_fn=<MeanBackward0>)
